activity_id,time_offset,heartrate,watts
16832221249,0,148,0
16832221249,1,148,150
16832221249,2,148,150
16832221249,3,148,150
16832221249,4,148,158
16832221249,5,148,158
16832221249,6,148,158
16832221249,7,148,162
16832221249,8,148,162
16832221249,9,148,160
16832221249,10,148,160
16832221249,11,148,160
16832221249,12,148,164
16832221249,13,148,164
16832221249,14,148,163
16832221249,15,148,163
16832221249,16,148,163
16832221249,17,148,162
16832221249,18,148,162
16832221249,19,148,164
16832221249,20,148,164
16832221249,21,148,164
16832221249,22,148,169
16832221249,23,148,169
16832221249,24,148,171
16832221249,25,148,171
16832221249,26,148,171
16832221249,27,148,174
16832221249,28,148,174
16832221249,29,148,174
16832221249,30,148,174
16832221249,31,148,174
16832221249,32,148,174
16832221249,33,148,174
16832221249,34,148,174
16832221249,35,148,173
16832221249,36,148,173
16832221249,37,148,166
16832221249,38,148,166
16832221249,39,148,166
16832221249,40,148,166
16832221249,41,148,166
16832221249,42,148,168
16832221249,43,148,168
16832221249,44,148,168
16832221249,45,148,166
16832221249,46,148,166
16832221249,47,148,166
16832221249,48,148,166
16832221249,49,148,166
16832221249,50,148,170
16832221249,51,148,170
16832221249,52,148,170
16832221249,53,148,166
16832221249,54,148,166
16832221249,55,148,157
16832221249,56,148,157
16832221249,57,148,157
16832221249,58,148,151
16832221249,59,148,151
16832221249,60,148,144
16832221249,61,148,144
16832221249,62,148,144
16832221249,63,148,143
16832221249,64,148,143
16832221249,65,148,140
16832221249,66,148,140
16832221249,67,148,140
16832221249,68,148,133
16832221249,69,148,133
16832221249,70,148,136
16832221249,71,148,136
16832221249,72,148,136
16832221249,73,148,137
16832221249,74,148,137
16832221249,75,148,137
16832221249,76,148,144
16832221249,77,148,144
16832221249,78,148,153
16832221249,79,148,153
16832221249,80,148,153
16832221249,81,148,151
16832221249,82,148,151
16832221249,83,148,151
16832221249,84,148,151
16832221249,85,148,151
16832221249,86,148,150
16832221249,87,148,150
16832221249,88,148,146
16832221249,89,148,146
16832221249,90,148,146
16832221249,91,148,148
16832221249,92,148,148
16832221249,93,148,153
16832221249,94,148,153
16832221249,95,148,153
16832221249,96,148,155
16832221249,97,148,155
16832221249,98,148,155
16832221249,99,148,157
16832221249,100,148,157
16832221249,101,148,161
16832221249,102,148,161
16832221249,103,148,161
16832221249,104,148,163
16832221249,105,148,163
16832221249,106,148,166
16832221249,107,148,166
16832221249,108,148,166
16832221249,109,148,165
16832221249,110,148,165
16832221249,111,148,165
16832221249,112,148,165
16832221249,113,148,165
16832221249,114,148,163
16832221249,115,148,163
16832221249,116,148,165
16832221249,117,148,165
16832221249,118,148,165
16832221249,119,148,159
16832221249,120,148,159
16832221249,121,148,159
16832221249,122,148,143
16832221249,123,148,143
16832221249,124,148,176
16832221249,125,148,176
16832221249,126,148,176
16832221249,127,148,165
16832221249,128,148,165
16832221249,129,148,165
16832221249,130,148,165
16832221249,131,148,165
16832221249,132,148,165
16832221249,133,148,165
16832221249,134,148,162
16832221249,135,148,162
16832221249,136,148,162
16832221249,137,148,165
16832221249,138,148,165
16832221249,139,148,168
16832221249,140,148,168
16832221249,141,148,168
16832221249,142,148,172
16832221249,143,148,172
16832221249,144,148,172
16832221249,145,148,171
16832221249,146,148,171
16832221249,147,148,173
16832221249,148,148,173
16832221249,149,148,173
16832221249,150,148,171
16832221249,151,148,171
16832221249,152,148,173
16832221249,153,148,173
16832221249,154,148,173
16832221249,155,148,179
16832221249,156,148,179
16832221249,157,148,176
16832221249,158,148,176
16832221249,159,148,176
16832221249,160,148,180
16832221249,161,148,180
16832221249,162,148,173
16832221249,163,148,173
16832221249,164,148,173
16832221249,165,148,177
16832221249,166,148,177
16832221249,167,148,177
16832221249,168,148,178
16832221249,169,148,178
16832221249,170,148,176
16832221249,171,148,176
16832221249,172,148,176
16832221249,173,148,176
16832221249,174,148,176
16832221249,175,148,177
16832221249,176,148,177
16832221249,177,148,177
16832221249,178,148,181
16832221249,179,148,181
16832221249,180,148,181
16832221249,181,148,181
16832221249,182,148,181
16832221249,183,148,180
16832221249,184,148,180
